,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,3.6746292,-0.85522145,-0.40390554,1.5520148,3.3784003,-1.2053072,-0.3781616,-1.492185,5.714209,-0.51122224,-0.13928333,3.260021,2.5444212,4.069206,0.4638592,3.5681467,-1.2964517,-3.422426,6.987225,-1.7169013,-0.6710704,1.8939301,0.78770864,-0.39325613,-0.4463594,5.736279,-3.2394888,-0.2257494,2.907466,-1.9522735,3.0332747,-1.4608034,-1.0622624,-2.2684836,-0.31733257,5.1106496,0.22745618,6.0108285,-0.9829975,3.8692133,0.40732047,-0.99253166,-1.0127057,1.2925513,-1.6061273,4.6511374,-2.9565527,11.150763,0.42188025,5.3246946,-0.7749952,4.3185887,7.9428835,-0.5140299,-0.3150597,-0.18972602,-1.3249917,-0.79260564,3.5512404,-0.87494147,-0.6716452,-0.35124555,-0.4142696,5.2779994
11,6.055898,-0.8485811,-0.74102694,1.0607481,5.4987144,-1.7711602,-0.44420022,-1.81953,7.7443485,-0.94318944,0.31353724,4.175462,3.3976905,6.039825,0.41178524,4.301343,-1.0107511,-2.7570703,4.111028,-1.5204993,-0.6689471,1.1553668,-0.042251416,-0.32136846,-0.48139927,4.5952473,-2.538249,0.9248192,2.6849513,-1.6020658,0.7640614,-1.1986288,-0.65708864,-2.6006222,0.63370436,4.411567,-0.14929603,4.9899807,-1.5150889,4.9381604,0.38417825,-0.82636714,-0.6260009,-0.43188646,-1.7883953,5.2727904,-3.2539265,10.464475,-0.0992542,4.6283574,-0.64420485,2.6010404,5.5263114,-0.40515426,-0.1975674,-0.1509139,-0.7502138,-0.46780005,2.285396,-0.6511404,-0.5216123,-0.49083373,-0.38299745,2.8407235
12,5.3875937,-0.85969377,-0.83528864,0.7616926,6.1981964,-1.6736115,-0.33027306,-1.7826884,8.259215,-0.9000803,0.28883535,4.965083,2.5860188,5.829444,-0.106488675,4.492945,-0.95661324,-2.4845634,6.028378,-1.1036758,-0.6777519,1.657602,1.3697649,-0.34972963,-0.38589635,3.5432055,-2.456219,-0.17521502,2.4126365,-1.2825491,1.5826308,-1.19137,-0.80407494,-2.6152809,0.6321972,5.8373256,-0.563528,4.1541405,-1.4047916,4.791101,0.61528856,-0.89037734,-0.40580064,-0.489695,-1.9076022,4.644154,-3.0571868,10.241748,-0.113598175,6.0157967,-0.5554112,5.471227,8.07827,-0.47592512,-0.13908751,-0.4620008,-1.3481845,-0.79815644,4.170966,-1.6652005,-0.45784342,-0.62555474,-0.5763179,4.521214
13,5.2237034,-0.9443301,-0.6103366,2.4227622,4.7544456,-1.6090329,-0.10694164,-1.9194757,7.883843,-1.0805808,-0.0051621334,4.1258864,2.581112,5.186262,0.20612864,3.7655678,-1.3131924,-3.7106156,7.67102,-1.5503079,-0.84952617,1.7914811,1.1443477,-0.49078166,-0.61796886,5.7407722,-3.568059,-0.43179232,2.261766,-1.8559351,2.1808488,-1.5275598,-0.5740461,-2.7298625,0.5569279,5.487001,-0.6440684,4.34153,-1.3597374,4.929698,0.835165,-0.7298396,-0.053245496,-0.4582015,-1.8415523,4.9987535,-2.8650377,10.045319,1.3445715,5.6625414,-0.7129618,4.286492,8.199711,-0.48864886,-0.5145244,-0.41895044,-1.4228219,-0.5208651,3.5609484,-1.1330985,-0.7102609,-0.4605522,-0.26061413,4.903511
14,3.9074314,-0.78752255,-0.4059059,0.12244651,4.742375,-1.9142954,-0.32308927,-1.9515811,6.6592245,-0.72673756,-0.6608895,4.442586,3.9869008,5.5730743,1.3415983,4.26877,-0.97644097,-3.5260808,6.8907084,-2.1785512,-0.6798321,2.3165734,1.1019901,0.63448596,-0.43739197,5.368179,-3.0183513,0.32301816,1.0467975,-1.9365968,3.263577,-1.3568988,-0.62430286,-2.2321017,1.0069268,3.3305616,2.397877,7.3062983,-1.1024345,4.267085,-0.014014211,-1.2141945,-0.5414412,1.1556224,-1.6180031,6.0327473,-3.1921082,12.058755,-0.014528545,3.7999504,-0.21327035,5.27735,8.519475,-1.0651171,-0.06783573,0.039921194,-1.0019382,-0.6641914,2.890824,-1.0711398,-0.5570333,0.8906163,-0.46953377,4.488855
15,6.505385,-1.0575897,-0.33584684,0.8419741,3.4703016,-1.5655802,-0.446327,-1.8643516,8.308215,-1.0219501,-0.55514675,3.9346676,3.7810137,4.4821897,1.3073771,5.6923184,-1.9181055,-3.5301206,9.770865,-1.7664535,-0.7544387,0.8336887,0.45055863,-0.62333775,-0.5693346,5.150529,-3.5597908,0.30025348,3.3607864,-2.5062227,4.01394,-1.3126032,-0.91297174,-2.5465713,-0.23872153,5.927668,0.8105233,8.168532,-2.0811768,3.798423,-0.4303406,-0.9231407,-1.5710127,1.6860467,-1.4964424,4.8724866,-4.0737953,13.120661,-0.020134656,2.6954734,-0.41749755,7.9243283,5.8480787,-1.3988312,-0.43516776,0.15738475,-1.1961349,-1.0097022,4.174835,-1.5968441,-0.678182,0.061747145,-0.86514574,4.848001
16,7.1180463,-1.2497797,-0.2767134,1.9881494,3.6256626,-1.7819908,-0.5309271,-2.1937428,7.8527274,-1.0269521,-0.29951125,4.750331,4.6494994,5.2384515,1.0668554,5.05055,-1.5968888,-3.011259,9.135299,-2.19156,-0.12234283,1.109941,0.6920306,-0.24934477,-0.44176123,4.1690817,-2.9491477,1.0415121,3.2225723,-2.7447336,4.932953,-2.0881639,-0.980546,-2.0625677,1.7120461,-0.20140152,-0.076034695,8.33444,-1.8454372,5.6010466,0.6800342,-0.9532328,-1.1475686,0.06660843,-1.2733399,9.0240555,-4.329471,12.596988,0.15653631,3.54031,-0.33375105,6.5836763,6.7391577,-1.2107047,-0.30304196,-0.0030028408,-1.109103,-0.84387887,3.4387057,-1.3027179,-0.68631065,-0.016974889,-0.7931257,4.600994
17,4.197553,-1.064892,-0.6245095,0.07240657,4.879695,-1.8906528,-0.51872647,-2.0717905,7.4428463,-0.68994474,-0.26399854,4.239578,3.3223443,4.852515,0.75471956,4.7935996,-0.5699554,-1.7875274,3.6197445,-0.9231935,-0.2706282,1.5541719,0.66558933,-0.25903884,-0.3983824,3.761359,-1.6368113,-0.25769013,1.7283632,-1.0597461,1.5802193,-0.84254986,-1.1027042,-2.4146256,-0.17173333,5.2703624,-0.14495346,6.1135783,-0.8579816,4.574631,0.46826494,-0.7423877,-0.82783204,0.91013384,-1.6035577,4.1472473,-2.9496949,11.066837,0.017827738,5.2033124,-0.6774337,4.4901285,8.353264,-0.6051695,-0.06576811,0.056383155,-1.2151368,-0.9770546,3.44061,-0.8495678,-0.73774767,-0.3983588,-0.2574309,4.690339
18,6.524357,-0.9488832,-0.31258056,0.8019443,3.3824155,-1.4919827,-0.3877026,-1.8750863,7.3846555,-0.9334782,-0.47976607,4.3883505,4.0323606,4.8600583,1.3515327,4.8070354,-2.3383207,-3.0749195,9.635003,-1.8881308,-0.83918124,2.1302242,0.60708046,-0.85785055,-0.6573233,5.1872935,-3.396477,0.50526285,3.8394556,-2.0548487,2.8281987,-1.9378939,-0.35999128,-1.802803,0.7369456,2.747613,-0.35422793,8.435042,-1.1062233,4.582045,-0.3163644,-1.3693655,-1.0541018,1.5132642,-1.3056061,6.150997,-3.2376637,11.026719,0.18946773,3.2320411,-0.3957968,7.343989,6.6359744,-1.3272636,-0.39433947,0.11773112,-1.2014332,-0.90596044,3.8846881,-1.5546448,-0.7595671,0.23267026,-0.7937497,5.1128125
19,5.595034,-0.9767552,-0.45279983,0.27719307,3.757216,-1.6333884,-0.34688488,-2.150814,8.31661,-0.7555551,-0.6803866,4.719104,4.5817885,6.5028358,1.3060815,5.7376766,-1.8551146,-3.1943586,9.5502825,-1.3911208,-0.76117086,-0.01842872,-0.0031384686,-0.8474722,-0.2901702,5.273752,-3.289562,-0.12765998,3.0834057,-2.1104922,3.3602312,-1.118585,-0.029299904,-0.99398667,1.1156068,2.2972062,0.50946146,4.4262795,-0.85241604,1.1231725,-0.11796511,-0.58958393,-0.32952592,1.3016411,-0.69189787,2.872908,-1.907521,7.258011,-0.016257739,2.4840314,-0.33237907,7.6451836,5.7352586,-1.455306,-0.437945,0.5886038,-1.1379089,-0.89070266,3.8869004,-1.5765629,-0.695239,0.40085587,-0.88478005,4.578985
20,4.7308173,-0.72737604,-0.45163575,0.70622087,3.0545146,-1.746827,-0.14178462,-1.7990116,5.5897236,-0.89873415,-0.38746962,3.4096913,3.421429,5.506389,0.5891013,3.7917767,-1.2727914,-3.1767063,8.506493,-2.3212938,-0.40184072,1.1188375,0.960761,-0.001685668,-0.6000487,7.1182632,-2.917774,-0.20355523,1.8830365,-2.4579463,4.386581,-1.4105952,-0.89104104,-2.210013,1.7926196,4.7402973,3.4232013,7.217222,-0.7051762,8.382219,2.378122,-0.36348978,-1.2204177,-0.20608157,-1.9129539,2.0175335,-3.0080872,9.952381,0.3302809,3.7661736,-0.16295138,4.7306685,7.782272,-0.6030675,0.87093174,-0.12315715,-1.117332,-0.87995416,3.8462903,-0.86880213,-0.3030753,-0.11370533,-0.2012326,4.399531
21,4.3233185,-1.1747218,-0.69925606,2.134376,4.763318,-1.8642688,-0.3594576,-2.5050952,7.195348,-0.7044707,-0.16011782,5.118937,3.2009254,5.5618067,0.17468183,5.1684093,-1.0368356,-3.2098024,8.533194,-2.108532,-0.31750306,3.0742557,-0.1407032,-0.16468015,-0.8515901,3.1024864,-3.3127887,1.9332728,3.7414606,-2.5511248,3.599775,-2.2790911,-1.2636193,-2.5019448,-0.12906358,5.624313,-0.025329199,6.9639425,-1.6352379,4.582159,-0.10820042,-0.93932205,-1.5046521,1.2633018,-1.7924819,5.2292256,-4.166216,13.987607,1.2178583,4.2693663,-0.20792757,6.632741,5.83648,-0.69460154,-0.54900104,0.496638,-1.3222656,-0.74189836,4.077799,-0.6418161,-0.82477415,-0.25735715,-0.020406408,5.402099
22,5.146855,-0.9006845,-0.436393,2.360674,3.5897858,-1.2898104,-0.39783478,-2.0417085,5.8990946,-0.42530695,-0.31677067,3.2698035,4.0597706,5.284101,1.6704205,4.812965,-1.864819,-3.5865784,8.305139,-2.3803837,-0.93158644,3.053865,1.5446421,-0.36695293,-0.94092125,5.5423985,-3.6139574,0.8856528,3.2880626,-2.6613579,4.104983,-1.3685051,-0.6729878,-1.9072874,2.9282134,3.742835,2.894936,8.889345,-1.1314828,4.8528233,1.5030268,-0.80879015,-1.2246159,0.84218764,-1.3395327,3.3744323,-3.1148658,12.218664,0.29539856,5.980192,-0.5670139,5.1511154,8.878414,-0.83613545,-0.4816334,-0.5541515,-1.4251086,-1.0444717,3.7525258,-1.0921841,-0.7006866,-0.12323316,-0.9176303,6.4391055
23,5.4060936,-0.8948516,-0.36779484,1.1729262,2.9853938,-1.5628769,-0.23824221,-1.8023126,5.894566,-0.93784386,-0.27769777,3.7313833,3.1326704,5.1966457,0.77476335,3.5933192,-1.8024559,-3.0329463,7.4812746,-2.1918771,-0.8333602,1.9867045,0.21139733,-0.31945714,-0.54064256,5.3812385,-3.1477473,0.71800727,2.9487257,-2.1057634,2.1368024,-2.0081818,-0.753658,-2.4694362,0.46394035,5.263438,1.4429444,6.906275,-1.5164813,4.8228292,0.30087623,-0.71339285,-0.7625252,1.0865574,-1.4595126,4.9869714,-3.466776,11.328357,0.6901343,6.546744,-0.13314274,5.2794085,8.845051,-0.78160137,-0.414043,-0.29497844,-1.5453396,-0.5878453,4.1826873,-1.2327249,-0.6988647,-0.13553677,-0.38812846,5.9303308
24,5.5937595,-0.95622915,-0.36593089,1.8622987,3.4338613,-1.417852,-0.2835701,-1.8846118,6.0201364,-0.7936865,-0.07966715,3.582847,3.9023771,4.6488595,1.3327937,4.7970414,-1.7713174,-3.5326815,7.7666383,-2.2277575,-0.75942415,2.3063114,1.3012247,-0.26229236,-0.97513914,5.172082,-3.4004781,0.85319805,2.8349912,-2.6517434,3.6713457,-1.2689686,-0.66670305,-2.2204993,1.0912554,3.6722136,1.5193002,9.748925,-2.0482252,4.3200297,-0.25663063,-1.0976156,-1.3636719,1.5687593,-1.5592632,5.7164903,-4.042251,12.647317,0.8476947,3.5481455,-0.47447467,6.6857376,7.4076147,-0.79414093,-0.0033212588,0.48986,-1.2777213,-0.5647136,3.9128938,-1.2819551,-0.44855064,1.8558209,-0.20905687,3.9535449
25,3.85514,-1.0907197,-0.5883103,2.6596894,3.9208972,-1.6920137,-0.3350344,-2.5179765,6.475659,-0.5664834,-0.101617776,4.044491,3.3036966,5.6543384,0.6640299,4.4147415,-0.8167659,-2.6516612,6.8851056,-1.7542044,-0.31482214,2.6598036,-0.1929214,-0.20479794,-0.70518035,2.6280377,-2.8059955,1.6421111,3.2728999,-2.1420984,2.6932359,-2.0169182,-0.8148936,-1.4529272,-0.113258734,3.4496183,-0.06833371,3.301083,-0.748515,2.7425292,0.08550516,-0.40974855,-0.87217855,0.58280426,-1.1026449,2.94458,-2.1980016,7.4379706,0.23064803,2.892263,-0.40674296,2.4957573,3.3581686,-0.33674964,-0.3014872,-0.24951017,-0.6499278,-0.42831734,1.6030775,-0.35688406,-0.40042937,-0.14041029,-0.37923336,2.8232663
26,3.9508383,-1.3042486,-0.9477732,2.5384016,4.861439,-1.6098585,-0.36449808,-2.767814,7.195499,-0.4860112,-0.03716433,3.2792227,3.5019238,5.0160546,1.0085816,4.3512325,-1.0106435,-2.6112254,5.977716,-1.5986847,-0.4643644,1.7483133,0.67558306,-0.21578766,-0.62490743,4.1503873,-2.53681,0.7115934,2.34663,-1.9796956,3.4740763,-1.1446507,-0.5153264,-1.2975408,0.38171655,2.186579,0.4389977,5.284219,-1.2198611,2.8817627,-0.07632021,-0.43794307,-0.83254004,0.817909,-0.86101305,3.9008284,-2.732715,8.909103,0.21523336,5.1800365,-0.6229919,4.6331635,5.9726377,-0.62363756,-0.53789306,-0.32720655,-1.2146379,-0.8053515,3.585941,-0.55228996,-0.6660946,-0.3344641,-0.56618184,4.566292
27,4.0512886,-1.1467674,-0.5895367,3.01022,3.7996602,-1.8090456,-0.27918974,-2.494501,6.856116,-0.6725368,-0.1637999,4.294172,3.033866,5.531678,0.25446376,4.1447396,-1.2021854,-3.0595253,8.253523,-1.8208342,-0.41807804,2.2941163,-0.1017182,-0.38008383,-0.7599046,3.3709464,-3.1822793,1.4267429,3.3656945,-2.320525,3.139898,-1.8660132,-0.7755959,-2.493592,0.07605343,6.478987,1.3483294,7.5411005,-1.6276773,5.4466505,-0.22867125,-0.6469356,-1.2983738,0.9888728,-1.658122,5.1339326,-3.8239772,13.095286,1.0624716,5.31425,-0.3266252,6.3270597,6.6501975,-0.7135877,-0.5353331,-0.031380087,-1.3154396,-0.7452142,3.8498957,-0.70001125,-0.84801537,-0.29548997,-0.24582149,6.1341324
28,5.0288577,-1.2199446,-0.6791907,2.684979,4.1081653,-1.6414584,-0.3792089,-2.3990674,6.861719,-0.81259054,-0.27947843,4.926831,3.7300406,5.3920784,0.9362693,5.0239096,-1.4762775,-3.2743042,8.481246,-2.1717255,-0.6135738,2.652118,-0.14086866,-0.4041193,-0.89176625,3.8490176,-3.4988523,1.7036506,3.0768828,-2.723614,2.5610266,-2.1588748,-1.0016452,-2.2785368,0.42147225,4.244664,0.79801464,7.653561,-1.7800549,4.422403,-0.0026672394,-0.81546414,-1.4832171,1.2400889,-1.6553631,5.276564,-4.215393,13.774903,0.7667444,4.7393126,-0.434383,5.50928,6.5552564,-0.64977473,-0.46553966,-0.18820804,-1.3055859,-0.7046374,2.9610794,-0.8629041,-0.75249577,-0.12908705,-0.32289508,4.6939106
29,4.972728,-1.0605867,-0.6466511,2.162215,3.8195343,-1.6077418,-0.4134232,-2.1907058,7.2222877,-0.70561767,-0.1841096,4.080169,3.160941,4.7005916,0.3902133,4.6898074,-1.1705859,-3.2700324,8.47337,-2.059352,-0.4501759,2.7937572,-0.10748716,-0.3026163,-0.8266562,3.6739066,-3.382918,1.6324751,3.7580287,-2.5896487,3.430084,-2.1658177,-1.114548,-2.365613,-0.039744757,5.107175,0.533286,7.093107,-1.6089132,4.783338,-0.031912234,-0.79535747,-1.5126786,1.3116723,-1.7063435,5.234003,-4.133621,14.007482,0.2268665,2.9222353,-0.34722742,2.6546638,3.376302,-0.37702838,-0.3073262,-0.18061854,-0.72757304,-0.45315504,2.0021992,-0.3624756,-0.33758524,-0.17261575,-0.34508485,2.7543452
30,3.4909127,-0.87481594,-0.613098,-0.029261509,3.6131024,-1.717746,-0.19752474,-1.8931226,6.2643175,-0.64110583,-0.61086285,4.1798434,3.0218492,5.069207,0.11247002,3.703221,-1.2924736,-3.789032,9.60755,-2.7841508,-0.3309748,2.680727,0.64348274,-0.36231312,-0.46958452,7.33299,-3.517409,1.9871407,2.3831213,-2.937063,3.369181,-1.7920411,-0.74159646,-2.3794065,0.5693596,4.2874784,1.3727121,8.528534,-1.9515809,3.8959908,-0.056003377,-1.0814878,-1.286539,0.3716407,-1.4563732,6.9094357,-4.243719,13.214436,0.10419291,5.2208767,-0.3632323,5.564506,8.528821,-1.0008581,-0.32499525,-0.11374049,-1.3141168,-0.6992812,3.931993,-0.80573916,-0.6904828,-0.087989755,-0.5318209,5.7679505
31,5.62506,-0.6613204,-0.15698907,2.256378,2.7530162,-1.5156709,-0.1615146,-2.162126,7.3891945,-0.86449754,-0.17046425,2.5880415,2.9500096,4.657413,1.2960768,3.9381738,-1.5176313,-4.402977,8.311352,-2.0983574,-0.55020636,1.5956144,0.11658639,-0.01820182,-0.56211305,7.44763,-3.672471,-0.84642315,0.76100975,-2.4615412,2.8916829,-1.8108174,-0.67441577,-1.9759812,0.36428976,3.8937001,1.5672249,5.624518,-1.2906975,2.6826043,0.16655867,-0.71858156,-0.6307107,-0.057008218,-1.224872,4.8010654,-2.882631,9.528163,1.1152629,6.4055333,-0.20246729,6.260749,10.185289,-1.0868125,-0.42567325,-0.16661943,-1.5845236,-0.59170735,4.23327,-1.3287725,-0.88102335,0.5066665,-0.52916294,7.3031716
32,5.253971,-0.63480693,-0.32130238,1.5169102,3.3321686,-1.4664605,-0.26997197,-1.7561103,6.597337,-0.77280474,-0.21261953,3.1994936,3.4932516,4.6546445,1.357107,3.7789714,-1.6646328,-3.8180423,9.856824,-2.5751307,-0.4396596,1.9226985,0.54086167,-0.42158937,-0.4085253,7.323005,-3.627824,0.47609484,1.480812,-2.731516,2.4076743,-1.6825701,-0.4350383,-1.8807677,1.2306701,2.5716636,2.124562,7.4168563,-1.6090903,3.4984555,-0.051106483,-0.8805242,-1.1129655,0.32730758,-1.1568369,6.034481,-3.5089798,10.935597,0.9371268,6.142688,-0.32538098,6.29013,9.232018,-1.0653455,-0.3613686,-0.20182616,-1.4790418,-0.63206816,3.6861126,-1.3260465,-0.7607782,0.5048112,-0.5266254,6.477282
